Customer ID,LifeStage
17954,VIP
17955,AtRisk
17958,AtRisk
17959,AtRisk
17960,Growing
17961,VIP
17962,AtRisk
17963,Growing
17964,New
17965,VIP
17966,AtRisk
17967,Active
17968,Active
17969,Growing
17971,AtRisk
17974,Active
17975,VIP
17976,New
17977,New
17978,Active
17980,New
17981,New
17982,AtRisk
17983,New
17984,Active
17987,Active
17988,Growing
17989,New
17990,Active
17991,AtRisk
17992,New
17993,AtRisk
17994,VIP
17995,Active
17996,Active
17998,Active
17999,Active
18000,AtRisk
18001,Growing
18002,Active
18003,New
18006,Active
18007,New
18008,VIP
18009,Growing
18011,Active
18012,AtRisk
18016,Active
18017,New
18018,Active
18020,Normal
18021,Growing
18022,Active
18025,Active
18026,Growing
18028,AtRisk
18029,AtRisk
18031,New
18034,New
18035,Active
18036,Active
18037,Active
18038,AtRisk
18039,Active
18041,VIP
18042,Normal
18043,New
18044,Active
18046,AtRisk
18047,Active
18048,Normal
18049,Growing
18050,New
18051,AtRisk
18052,AtRisk
18053,Growing
18054,New
18055,VIP
18056,AtRisk
18057,Active
18058,Growing
18060,Active
18061,VIP
18062,Active
18063,Active
18064,Growing
18065,VIP
18066,Active
18069,VIP
18070,AtRisk
18071,Active
18074,Active
18075,VIP
18076,New
18077,VIP
18078,Active
18079,Normal
18083,New
18084,Active
18085,Active
18087,VIP
18089,New
18090,New
18091,AtRisk
18092,VIP
18093,Growing
18094,Growing
18095,Growing
18096,Growing
18097,VIP
18098,New
18100,AtRisk
18101,Active
18102,VIP
18103,AtRisk
18106,Growing
18107,New
18108,AtRisk
18109,VIP
18110,New
18111,AtRisk
18112,Active
18113,New
18115,AtRisk
18116,Active
18118,Active
18119,New
18123,Normal
18124,Normal
18127,New
18128,Normal
18131,AtRisk
18132,Normal
18134,AtRisk
18135,Active
18136,Active
18137,AtRisk
18140,Normal
18141,Active
18144,VIP
18145,VIP
18148,AtRisk
18149,Active
18151,Active
18152,AtRisk
18153,AtRisk
18154,Active
18156,New
18157,AtRisk
18160,New
18161,New
18162,AtRisk
18163,AtRisk
18166,AtRisk
18168,VIP
18170,VIP
18171,Growing
18172,VIP
18173,AtRisk
18174,AtRisk
18175,AtRisk
18177,AtRisk
18178,VIP
18179,Growing
18181,Active
18182,Normal
18186,AtRisk
18187,AtRisk
18188,Growing
18189,AtRisk
18190,AtRisk
18191,Normal
18193,Active
18194,Growing
18195,New
18196,Growing
18197,AtRisk
18199,AtRisk
18201,AtRisk
18203,Active
18206,AtRisk
18207,Normal
18208,AtRisk
18210,New
18212,AtRisk
18214,Growing
18215,Growing
18217,Growing
18218,AtRisk
18219,VIP
18220,VIP
18221,New
18223,VIP
18225,VIP
18226,VIP
18227,Normal
18229,VIP
18230,VIP
18231,VIP
18234,AtRisk
18236,Active
18238,Normal
18239,Active
18241,Active
18242,Growing
18243,New
18244,Growing
18245,VIP
18246,AtRisk
18247,Active
18251,Growing
18252,AtRisk
18253,AtRisk
18254,AtRisk
18255,Normal
18256,New
18257,Growing
18258,Growing
18259,VIP
18260,VIP
18262,Active
18264,Normal
18266,New
18267,AtRisk
18268,AtRisk
18269,New
18270,New
18271,AtRisk
18272,AtRisk
18273,AtRisk
18275,AtRisk
18276,Active
18277,Active
18278,New
18279,Normal
18280,New
18281,AtRisk
18283,Active
18284,New
18285,AtRisk
18286,Growing
18287,VIP
