CustomerID,Frequency,Monetary,LastPurchase,Recency,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment,Cluster
15595,1,357.6,2010-08-09 12:27:00,122,2,1,2,5,Lost,3
15596,5,1723.45,2010-12-09 16:10:00,0,4,4,4,12,Champions,3
15597,1,238.8,2010-05-13 13:10:00,210,1,1,1,3,Lost,1
15598,1,307.34,2010-10-08 09:20:00,62,2,1,1,4,Lost,3
15599,1,488.32,2010-09-20 10:15:00,80,2,1,2,5,Lost,3
15600,4,1199.31,2010-10-07 14:30:00,63,2,3,3,8,AtRisk,3
15601,17,8183.56,2010-12-02 10:39:00,7,4,4,4,12,Champions,0
15602,8,1932.64,2010-12-06 15:35:00,3,4,4,4,12,Champions,3
15603,1,40.0,2010-03-01 16:02:00,283,1,1,1,3,Lost,1
15605,5,738.57,2010-12-01 13:38:00,8,4,4,3,11,Loyal,3
15606,8,2310.83,2010-11-14 15:27:00,25,3,4,4,11,Loyal,3
15607,8,1604.21,2010-06-14 11:55:00,178,1,4,3,8,AtRisk,1
15608,1,692.3,2010-10-20 10:10:00,50,3,1,2,6,New,3
15611,13,1405.83,2010-11-21 11:35:00,18,3,4,3,10,Loyal,3
15613,1,433.72,2010-04-08 12:51:00,245,1,1,2,4,Lost,1
15614,4,3147.36,2010-09-28 10:46:00,72,2,3,4,9,AtRisk,3
15615,24,10974.23,2010-11-14 12:07:00,25,3,4,4,11,Loyal,0
15616,1,317.11,2010-09-27 13:10:00,73,2,1,2,5,Lost,3
15617,3,828.5500000000001,2010-11-08 16:07:00,31,3,3,3,9,Loyal,3
15620,1,389.18,2010-10-26 11:32:00,44,3,1,2,6,New,3
15622,8,4143.05,2010-10-08 14:35:00,62,2,4,4,10,AtRisk,3
15623,7,2136.02,2010-11-11 10:19:00,28,3,4,4,11,Loyal,3
15625,5,1702.14,2010-11-28 12:23:00,11,4,4,3,11,Loyal,3
15626,1,391.72,2010-10-14 17:16:00,56,2,1,2,5,Lost,3
15627,2,566.9,2010-09-08 14:14:00,92,2,2,2,6,Lost,3
15628,9,2782.02,2010-12-08 09:51:00,1,4,4,4,12,Champions,3
15629,4,2240.9,2010-09-15 13:46:00,85,2,3,4,9,AtRisk,3
15630,1,295.05,2010-03-05 14:30:00,279,1,1,1,3,Lost,1
15631,1,596.67,2010-03-07 14:52:00,277,1,1,2,4,Lost,1
15633,13,4352.46,2010-07-18 13:54:00,144,1,4,4,9,AtRisk,3
15634,1,311.1,2010-11-21 15:30:00,18,3,1,2,6,New,3
15635,1,100.35,2010-11-09 08:58:00,30,3,1,1,5,New,3
15636,2,719.82,2010-09-28 15:10:00,72,2,2,3,7,Lost,3
15637,4,574.23,2010-10-22 08:24:00,48,3,3,2,8,Average,3
15638,6,2265.2,2010-11-26 11:52:00,13,4,4,4,12,Champions,3
15639,2,639.76,2010-09-14 09:05:00,86,2,2,2,6,Lost,3
15640,15,11441.92,2010-12-02 15:40:00,7,4,4,4,12,Champions,0
15641,8,3458.35,2010-11-08 14:05:00,31,3,4,4,11,Loyal,3
15642,1,105.78000000000002,2009-12-10 11:51:00,364,1,1,1,3,Lost,1
15645,2,443.16,2010-10-21 18:36:00,49,3,2,2,7,New,3
15646,3,526.97,2010-12-02 16:59:00,7,4,3,2,9,Average,3
15647,1,169.0,2010-10-20 15:09:00,50,3,1,1,5,New,3
15649,3,1354.35,2010-12-07 10:06:00,2,4,3,3,10,Loyal,3
15650,2,553.88,2010-07-06 10:41:00,156,1,2,2,5,Lost,1
15651,2,612.76,2010-10-15 13:42:00,55,2,2,2,6,Lost,3
15652,4,1082.6,2010-11-17 15:14:00,22,3,3,3,9,Loyal,3
15658,4,1399.37,2010-12-02 10:53:00,7,4,3,3,10,Loyal,3
15659,2,226.04,2010-11-18 10:51:00,21,3,2,1,6,New,3
15660,7,1212.13,2010-12-09 09:49:00,0,4,4,3,11,Loyal,3
15661,6,906.15,2010-11-25 08:21:00,14,4,4,3,11,Loyal,3
15662,2,283.73,2010-02-16 16:47:00,296,1,2,1,4,Lost,1
15664,3,867.6,2010-09-16 18:09:00,84,2,3,3,8,AtRisk,3
15665,3,1773.11,2010-10-24 14:08:00,46,3,3,4,10,Loyal,3
15666,2,632.9399999999999,2010-08-24 16:14:00,107,2,2,2,6,Lost,3
15670,1,152.15,2010-06-01 15:34:00,191,1,1,1,3,Lost,1
15672,1,45.3,2009-12-14 16:52:00,360,1,1,1,3,Lost,1
15673,5,3533.77,2010-09-14 11:08:00,86,2,4,4,10,AtRisk,3
15674,8,4501.63,2010-10-18 12:46:00,52,3,4,4,11,Loyal,3
15675,1,218.35,2010-10-31 14:14:00,39,3,1,1,5,New,3
15677,2,648.4,2010-10-14 15:19:00,56,2,2,2,6,Lost,3
15678,2,1541.19,2010-11-09 14:38:00,30,3,2,3,8,Average,3
15680,8,3173.9,2010-12-08 14:43:00,1,4,4,4,12,Champions,3
15681,9,1563.54,2010-11-25 15:07:00,14,4,4,3,11,Loyal,3
15682,2,318.24,2010-04-19 15:30:00,234,1,2,2,5,Lost,1
15683,1,330.79,2010-08-23 12:01:00,108,2,1,2,5,Lost,3
15684,3,173.95,2010-06-10 18:51:00,182,1,3,1,5,Average,1
15685,1,55.98,2010-09-15 13:43:00,85,2,1,1,4,Lost,3
15686,1,90.0,2010-10-15 13:50:00,55,2,1,1,4,Lost,3
15688,1,190.57,2010-10-17 12:06:00,53,2,1,1,4,Lost,3
15689,1,266.93,2010-04-01 09:53:00,252,1,1,1,3,Lost,1
15691,3,434.5,2010-11-10 12:26:00,29,3,3,2,8,Average,3
15693,1,37.5,2010-02-18 14:37:00,294,1,1,1,3,Lost,1
15694,12,4331.41,2010-12-09 09:30:00,0,4,4,4,12,Champions,3
15695,2,721.06,2010-04-21 10:36:00,232,1,2,3,6,Lost,1
15696,5,1170.11,2010-10-12 10:24:00,58,2,4,3,9,AtRisk,3
15697,1,246.75,2010-01-19 09:10:00,324,1,1,1,3,Lost,1
15698,1,46.2,2010-03-25 17:38:00,259,1,1,1,3,Lost,1
15702,2,140.39,2010-08-20 14:50:00,111,2,2,1,5,Lost,3
15704,2,1524.34,2010-07-25 15:00:00,137,1,2,3,6,Lost,3
15708,3,1014.48,2010-12-05 11:12:00,4,4,3,3,10,Loyal,3
15709,1,194.6,2010-04-29 18:31:00,224,1,1,1,3,Lost,1
15710,1,898.87,2010-10-18 17:05:00,52,3,1,3,7,Average,3
15711,2,420.25,2010-06-01 12:14:00,191,1,2,2,5,Lost,1
15712,7,2400.05,2010-11-25 18:04:00,14,4,4,4,12,Champions,3
15713,3,654.09,2010-12-08 15:16:00,1,4,3,2,9,Average,3
15714,3,453.93,2010-09-12 14:22:00,88,2,3,2,7,Average,3
15715,5,658.02,2010-06-02 09:56:00,190,1,4,2,7,Average,1
15716,8,1938.0,2010-12-05 12:26:00,4,4,4,4,12,Champions,3
15717,4,456.7000000000001,2010-10-14 18:02:00,56,2,3,2,7,Average,3
15718,1,293.79,2010-06-17 16:20:00,175,1,1,1,3,Lost,1
15719,18,5177.45,2010-11-23 13:07:00,16,4,4,4,12,Champions,0
15720,1,143.19,2010-06-07 15:40:00,185,1,1,1,3,Lost,1
15722,6,3035.54,2010-09-20 16:48:00,80,2,4,4,10,AtRisk,3
15723,3,744.55,2010-10-24 12:44:00,46,3,3,3,9,Loyal,3
15724,1,92.6,2010-11-04 10:22:00,35,3,1,1,5,New,3
15726,1,321.91,2010-11-14 16:12:00,25,3,1,2,6,New,3
15727,8,4266.55,2010-11-17 13:49:00,22,3,4,4,11,Loyal,3
15728,2,544.6,2010-11-25 10:39:00,14,4,2,2,8,Potential,3
15729,2,107.55,2010-11-04 16:07:00,35,3,2,1,6,New,3
15730,2,605.7,2010-11-23 10:41:00,16,4,2,2,8,Potential,3
15731,1,125.3,2010-06-04 10:10:00,188,1,1,1,3,Lost,1
15732,9,1387.95,2010-12-02 15:00:00,7,4,4,3,11,Loyal,3
15734,2,923.85,2010-09-29 11:40:00,71,2,2,3,7,Lost,3
15735,1,327.68,2010-10-14 13:38:00,56,2,1,2,5,Lost,3
15736,2,1815.72,2010-09-30 14:20:00,70,2,2,4,8,Lost,3
15738,26,8560.550000000001,2010-12-02 12:50:00,7,4,4,4,12,Champions,0
15741,2,208.62,2010-09-07 16:21:00,93,2,2,1,5,Lost,3
15742,1,156.87,2010-03-30 15:25:00,254,1,1,1,3,Lost,1
15747,6,1588.57,2010-11-29 10:50:00,10,4,4,3,11,Loyal,3
15748,2,465.4500000000001,2010-09-16 16:55:00,84,2,2,2,6,Lost,3
15750,12,4331.711,2010-12-08 12:11:00,1,4,4,4,12,Champions,3
15751,11,1380.44,2010-09-05 12:44:00,95,2,4,3,9,AtRisk,3
15752,3,1570.16,2010-12-02 09:43:00,7,4,3,3,10,Loyal,3
15754,6,2579.04,2010-08-03 09:15:00,128,2,4,4,10,AtRisk,3
15755,11,3628.87,2010-11-25 14:25:00,14,4,4,4,12,Champions,3
15757,4,2225.94,2010-11-18 10:45:00,21,3,3,4,10,Loyal,3
15759,4,577.8900000000001,2010-07-16 10:37:00,146,1,3,2,6,Average,1
15760,2,13916.34,2010-03-19 11:45:00,265,1,2,4,7,Lost,1
15761,1,143.05,2010-09-23 09:33:00,77,2,1,1,4,Lost,3
15764,2,1223.11,2010-10-01 14:07:00,69,2,2,3,7,Lost,3
15765,1,370.63,2010-02-11 10:25:00,301,1,1,2,4,Lost,1
15766,2,516.0,2010-09-09 13:51:00,91,2,2,2,6,Lost,3
15768,31,14979.26,2010-08-20 15:58:00,111,2,4,4,10,AtRisk,0
15769,21,32451.6,2010-12-03 15:16:00,6,4,4,4,12,Champions,0
15770,1,321.45,2010-04-06 11:47:00,247,1,1,2,4,Lost,1
15771,3,1006.54,2010-04-14 13:56:00,239,1,3,3,7,AtRisk,1
15772,1,280.88,2010-10-17 13:33:00,53,2,1,1,4,Lost,3
15773,1,138.84,2010-10-26 15:27:00,44,3,1,1,5,New,3
15774,5,1059.14,2010-10-17 12:59:00,53,2,4,3,9,AtRisk,3
15775,1,45.6,2010-03-18 07:32:00,266,1,1,1,3,Lost,1
15777,3,715.5,2010-11-08 14:37:00,31,3,3,3,9,Loyal,3
15778,1,307.95,2010-10-04 15:10:00,66,2,1,1,4,Lost,3
15779,2,124.08,2010-09-02 16:40:00,98,2,2,1,5,Lost,3
15782,1,1399.36,2010-10-05 15:43:00,65,2,1,3,6,Lost,3
15784,2,848.3299999999999,2010-08-29 10:38:00,102,2,2,3,7,Lost,3
15785,11,3640.96,2010-11-25 16:55:00,14,4,4,4,12,Champions,3
15786,2,3582.62,2010-10-18 08:11:00,52,3,2,4,9,Average,3
15788,1,221.83,2010-07-19 12:48:00,143,1,1,1,3,Lost,1
15789,5,1610.71,2010-10-04 14:42:00,66,2,4,3,9,AtRisk,3
15791,3,1995.65,2010-06-28 12:04:00,164,1,3,4,8,AtRisk,1
15792,2,933.84,2010-11-05 08:21:00,34,3,2,3,8,Average,3
15793,5,1433.96,2010-11-26 10:36:00,13,4,4,3,11,Loyal,3
15794,2,777.0,2009-12-03 13:04:00,371,1,2,3,6,Lost,1
15795,7,1369.86,2010-10-05 15:17:00,65,2,4,3,9,AtRisk,3
15796,9,2464.27,2010-11-30 10:40:00,9,4,4,4,12,Champions,3
15797,2,613.6800000000001,2010-05-07 15:09:00,216,1,2,2,5,Lost,1
15798,3,1535.37,2010-08-04 09:13:00,127,2,3,3,8,AtRisk,3
15799,1,540.15,2010-10-17 14:26:00,53,2,1,2,5,Lost,3
15800,5,543.5,2010-09-12 16:17:00,88,2,4,2,8,Average,3
15803,3,1513.84,2010-09-20 13:08:00,80,2,3,3,8,AtRisk,3
15805,13,4660.75,2010-11-19 11:27:00,20,3,4,4,11,Loyal,3
15807,2,913.62,2010-10-27 13:04:00,43,3,2,3,8,Average,3
15808,18,14674.96,2010-12-05 13:05:00,4,4,4,4,12,Champions,0
15809,2,758.67,2010-09-06 13:20:00,94,2,2,3,7,Lost,3
15810,4,1607.06,2010-11-18 10:44:00,21,3,3,3,9,Loyal,3
15811,2,1671.9,2010-12-09 15:29:00,0,4,2,3,9,Potential,3
15812,7,3400.33,2010-09-30 13:30:00,70,2,4,4,10,AtRisk,3
15814,2,689.11,2010-11-11 17:55:00,28,3,2,2,7,New,3
15816,2,144.14999999999998,2010-06-15 13:36:00,177,1,2,1,4,Lost,1
15817,3,2766.4,2010-10-15 11:07:00,55,2,3,4,9,AtRisk,3
15818,1,340.5,2010-04-30 12:58:00,223,1,1,2,4,Lost,1
15819,6,2029.34,2010-10-04 15:14:00,66,2,4,4,10,AtRisk,3
15822,4,954.59,2010-08-03 16:08:00,128,2,3,3,8,AtRisk,3
15823,3,3882.17,2010-12-02 15:08:00,7,4,3,4,11,Loyal,3
15824,2,890.94,2010-09-12 13:20:00,88,2,2,3,7,Lost,3
15826,1,943.97,2010-05-20 17:00:00,203,1,1,3,5,Lost,1
15827,16,1957.98,2010-12-02 13:08:00,7,4,4,4,12,Champions,0
15828,1,1108.82,2010-11-29 16:41:00,10,4,1,3,8,Potential,3
15833,1,80.4,2009-12-02 11:59:00,372,1,1,1,3,Lost,1
15834,3,1539.24,2010-11-28 12:05:00,11,4,3,3,10,Loyal,3
15837,1,385.03,2010-08-11 10:16:00,120,2,1,2,5,Lost,3
15838,16,40519.92,2010-12-07 11:26:00,2,4,4,4,12,Champions,0
15841,5,1518.35,2010-11-18 18:14:00,21,3,4,3,10,Loyal,3
15842,2,548.8,2010-11-11 14:08:00,28,3,2,2,7,New,3
15845,3,714.51,2010-06-21 11:40:00,171,1,3,3,7,AtRisk,1
15846,1,107.01,2010-11-19 14:40:00,20,3,1,1,5,New,3
15847,3,433.3,2010-10-07 18:19:00,63,2,3,2,7,Average,3
15848,1,139.94,2010-03-28 10:54:00,256,1,1,1,3,Lost,1
15850,4,819.87,2010-11-28 12:32:00,11,4,3,3,10,Loyal,3
15851,1,109.73,2010-07-01 12:34:00,161,1,1,1,3,Lost,1
15852,1,96.55,2010-07-01 10:16:00,161,1,1,1,3,Lost,1
15854,9,2609.16,2010-11-28 10:42:00,11,4,4,4,12,Champions,3
15855,1,340.48,2010-08-20 17:15:00,111,2,1,2,5,Lost,3
15856,26,17832.77,2010-12-09 13:34:00,0,4,4,4,12,Champions,0
15857,1,273.48,2010-10-05 16:43:00,65,2,1,1,4,Lost,3
15858,9,2521.52,2010-12-07 14:31:00,2,4,4,4,12,Champions,3
15859,1,438.46,2010-10-03 12:52:00,67,2,1,2,5,Lost,3
15860,10,1528.0,2010-12-06 11:38:00,3,4,4,3,11,Loyal,3
15861,4,1236.43,2010-09-09 19:56:00,91,2,3,3,8,AtRisk,3
15862,10,2095.41,2010-12-01 11:21:00,8,4,4,4,12,Champions,3
15863,3,289.86,2010-04-01 15:40:00,252,1,3,1,5,Average,1
15864,1,244.44000000000003,2010-11-23 15:02:00,16,4,1,1,6,Potential,3
15865,2,1353.79,2010-10-22 15:24:00,48,3,2,3,8,Average,3
15867,17,5251.31,2010-12-05 14:17:00,4,4,4,4,12,Champions,0
15868,1,94.53,2010-05-05 14:11:00,218,1,1,1,3,Lost,1
15869,1,174.02,2010-03-23 16:50:00,261,1,1,1,3,Lost,1
15870,3,508.52,2010-11-08 10:57:00,31,3,3,2,8,Average,3
15871,1,33.099999999999994,2010-09-28 14:16:00,72,2,1,1,4,Lost,3
15872,2,434.75,2010-11-26 12:05:00,13,4,2,2,8,Potential,3
15873,4,313.92,2010-07-28 12:41:00,134,2,3,2,7,Average,3
15874,14,6878.88,2010-11-17 10:32:00,22,3,4,4,11,Loyal,0
15875,1,111.72,2010-03-03 16:51:00,281,1,1,1,3,Lost,1
15876,2,1449.14,2010-10-26 18:58:00,44,3,2,3,8,Average,3
15878,2,330.77,2010-05-27 12:17:00,196,1,2,2,5,Lost,1
15879,4,1157.3,2010-10-31 16:21:00,39,3,3,3,9,Loyal,3
15880,1,343.28000000000003,2010-12-05 13:00:00,4,4,1,2,7,Potential,3
15882,6,979.62,2010-12-06 13:12:00,3,4,4,3,11,Loyal,3
15884,2,249.7,2010-10-03 15:55:00,67,2,2,1,5,Lost,3
15885,12,1572.47,2010-11-21 11:40:00,18,3,4,3,10,Loyal,3
15886,3,871.78,2010-10-19 12:01:00,51,3,3,3,9,Loyal,3
15887,3,1027.15,2010-10-29 08:36:00,41,3,3,3,9,Loyal,3
15888,2,260.85,2010-11-04 09:59:00,35,3,2,1,6,New,3
15889,7,1359.41,2010-12-05 15:12:00,4,4,4,3,11,Loyal,3
15890,5,535.65,2010-11-10 12:46:00,29,3,4,2,9,Average,3
15892,1,128.2,2010-02-08 16:23:00,304,1,1,1,3,Lost,1
15893,1,305.28000000000003,2010-08-15 11:12:00,116,2,1,1,4,Lost,3
15894,1,156.74,2010-12-05 14:06:00,4,4,1,1,6,Potential,3
15898,22,4207.43,2010-12-07 13:30:00,2,4,4,4,12,Champions,0
15899,1,56.25,2010-12-06 10:36:00,3,4,1,1,6,Potential,3
15900,3,549.29,2010-10-22 10:44:00,48,3,3,2,8,Average,3
15901,4,339.34,2010-09-14 14:16:00,86,2,3,2,7,Average,3
15902,1,145.01,2010-11-24 16:57:00,15,4,1,1,6,Potential,3
15903,5,3813.08,2010-11-26 12:44:00,13,4,4,4,12,Champions,3
15905,1,114.69,2010-06-14 16:00:00,178,1,1,1,3,Lost,1
15906,3,987.95,2010-11-30 13:26:00,9,4,3,3,10,Loyal,3
15908,2,764.57,2010-08-06 11:56:00,125,2,2,3,7,Lost,3
15910,7,1449.62,2010-11-04 12:18:00,35,3,4,3,10,Loyal,3
15911,8,1702.34,2010-03-26 12:06:00,258,1,4,3,8,AtRisk,1
15912,7,810.08,2010-09-29 13:20:00,71,2,4,3,9,AtRisk,3
15913,1,6.300000000000001,2010-06-23 16:31:00,169,1,1,1,3,Lost,1
15914,2,205.99,2010-11-26 16:10:00,13,4,2,1,7,Potential,3
15915,1,429.21,2010-11-03 11:13:00,36,3,1,2,6,New,3
15916,7,1899.08,2010-12-08 13:14:00,1,4,4,4,12,Champions,3
15917,4,437.53,2010-04-12 15:01:00,241,1,3,2,6,Average,1
15918,1,248.65,2010-03-18 11:40:00,266,1,1,1,3,Lost,1
15919,1,270.72,2010-12-06 11:26:00,3,4,1,1,6,Potential,3
15920,5,404.14,2010-10-11 13:57:00,59,2,4,2,8,Average,3
15921,3,466.08,2010-11-08 10:24:00,31,3,3,2,8,Average,3
15922,1,369.5,2010-12-01 13:51:00,8,4,1,2,7,Potential,3
15923,1,127.08,2010-12-02 12:16:00,7,4,1,1,6,Potential,3
15924,1,102.82,2009-12-08 15:00:00,366,1,1,1,3,Lost,1
15926,1,134.44,2010-06-15 15:23:00,177,1,1,1,3,Lost,1
15927,1,123.39,2010-03-02 13:25:00,282,1,1,1,3,Lost,1
15928,1,293.53,2010-02-21 15:16:00,291,1,1,1,3,Lost,1
15929,1,594.0,2010-03-05 14:56:00,279,1,1,2,4,Lost,1
15931,1,239.9,2010-10-07 16:46:00,63,2,1,1,4,Lost,3
15934,2,2190.66,2010-10-18 10:13:00,52,3,2,4,9,Average,3
15936,2,282.79,2010-11-25 16:39:00,14,4,2,1,7,Potential,3
15938,4,330.23,2010-09-09 17:07:00,91,2,3,2,7,Average,3
15939,1,2945.38,2010-11-30 12:07:00,9,4,1,4,9,Potential,3
15941,1,405.0,2010-03-12 14:45:00,272,1,1,2,4,Lost,1
15943,2,271.29,2010-02-28 12:49:00,284,1,2,1,4,Lost,1
15944,3,1839.14,2010-11-11 09:55:00,28,3,3,4,10,Loyal,3
15945,4,646.27,2010-12-09 13:14:00,0,4,3,2,9,Average,3
15946,3,2304.18,2010-07-25 12:18:00,137,1,3,4,8,AtRisk,3
15948,1,553.85,2010-10-11 12:16:00,59,2,1,2,5,Lost,3
15950,6,5415.2,2010-11-29 17:00:00,10,4,4,4,12,Champions,3
15951,1,304.95,2010-11-23 18:20:00,16,4,1,1,6,Potential,3
15953,11,2010.17,2010-12-05 15:15:00,4,4,4,4,12,Champions,3
15954,1,190.75,2010-04-29 13:35:00,224,1,1,1,3,Lost,1
15955,9,4242.1,2010-12-02 11:22:00,7,4,4,4,12,Champions,3
15956,2,617.6,2010-06-06 13:06:00,186,1,2,2,5,Lost,1
15957,2,501.21,2010-10-15 12:22:00,55,2,2,2,6,Lost,3
15958,3,388.64,2010-11-01 12:22:00,38,3,3,2,8,Average,3
15959,3,579.49,2010-01-26 16:38:00,317,1,3,2,6,Average,1
15960,4,410.95,2010-11-30 15:57:00,9,4,3,2,9,Average,3
15961,1,451.29,2010-11-25 15:59:00,14,4,1,2,7,Potential,3
15962,1,295.83,2010-09-16 13:48:00,84,2,1,1,4,Lost,3
15964,1,272.96000000000004,2010-02-14 15:30:00,298,1,1,1,3,Lost,1
15965,10,2167.45,2010-12-07 13:18:00,2,4,4,4,12,Champions,3
15966,1,426.53,2010-09-15 10:44:00,85,2,1,2,5,Lost,3
15967,10,2622.77,2010-11-25 13:42:00,14,4,4,4,12,Champions,3
15968,1,418.05,2010-11-16 13:04:00,23,3,1,2,6,New,3
15969,2,460.95,2010-10-10 12:01:00,60,2,2,2,6,Lost,3
15970,1,703.22,2010-04-20 11:30:00,233,1,1,2,4,Lost,1
15971,6,1702.98,2010-11-19 10:43:00,20,3,4,3,10,Loyal,3
15972,5,1810.27,2010-09-09 13:20:00,91,2,4,4,10,AtRisk,3
15973,3,680.62,2010-12-08 11:42:00,1,4,3,2,9,Average,3
15976,4,1315.7,2010-10-25 11:33:00,45,3,3,3,9,Loyal,3
15978,2,2180.64,2010-10-03 14:08:00,67,2,2,4,8,Lost,3
15979,1,329.22,2010-04-16 11:35:00,237,1,1,2,4,Lost,1
15980,4,4194.82,2010-08-06 12:35:00,125,2,3,4,9,AtRisk,3
15981,13,5954.29,2010-11-03 09:51:00,36,3,4,4,11,Loyal,3
15982,1,324.51,2010-04-13 15:47:00,240,1,1,2,4,Lost,1
15983,6,2483.8,2010-12-09 10:45:00,0,4,4,4,12,Champions,3
15984,21,5921.65,2010-12-06 13:21:00,3,4,4,4,12,Champions,0
15985,5,1572.86,2010-09-29 14:43:00,71,2,4,3,9,AtRisk,3
15986,1,186.3,2010-11-23 10:02:00,16,4,1,1,6,Potential,3
15987,2,230.85,2010-12-06 08:34:00,3,4,2,1,7,Potential,3
15988,2,612.0600000000001,2010-06-06 12:45:00,186,1,2,2,5,Lost,1
15989,2,372.51,2010-11-29 12:03:00,10,4,2,2,8,Potential,3
15990,5,1217.94,2010-08-02 12:42:00,129,2,4,3,9,AtRisk,3
15991,1,150.55,2010-06-23 15:50:00,169,1,1,1,3,Lost,1
15992,2,854.61,2010-11-08 14:51:00,31,3,2,3,8,Average,3
15994,2,775.11,2010-10-24 12:14:00,46,3,2,3,8,Average,3
15995,1,696.19,2010-10-21 13:57:00,49,3,1,2,6,New,3
15996,2,626.22,2010-12-08 15:59:00,1,4,2,2,8,Potential,3
15998,11,5218.37,2010-11-11 16:27:00,28,3,4,4,11,Loyal,3
15999,1,20.4,2009-12-04 12:31:00,370,1,1,1,3,Lost,1
16001,1,583.39,2010-11-23 17:10:00,16,4,1,2,7,Potential,3
16002,1,169.21,2010-03-24 13:08:00,260,1,1,1,3,Lost,1
16003,5,2878.46,2010-11-23 16:30:00,16,4,4,4,12,Champions,3
16004,5,2146.39,2010-08-22 11:48:00,109,2,4,4,10,AtRisk,3
16005,6,1820.83,2010-11-29 11:48:00,10,4,4,4,12,Champions,3
16006,1,245.77,2010-11-17 12:03:00,22,3,1,1,5,New,3
16007,3,1373.2,2010-11-21 12:29:00,18,3,3,3,9,Loyal,3
16008,12,4905.35,2010-11-22 13:22:00,17,4,4,4,12,Champions,3
16010,8,1316.56,2010-11-28 11:19:00,11,4,4,3,11,Loyal,3
16011,14,2517.75,2010-12-08 16:34:00,1,4,4,4,12,Champions,3
16012,2,1574.5,2010-11-03 13:47:00,36,3,2,3,8,Average,3
16013,39,20315.84,2010-12-03 13:10:00,6,4,4,4,12,Champions,0
16014,2,467.89,2010-10-27 16:04:00,43,3,2,2,7,New,3
16016,4,1025.18,2010-12-08 12:36:00,1,4,3,3,10,Loyal,3
16017,4,1341.95,2010-10-18 12:58:00,52,3,3,3,9,Loyal,3
16018,2,289.23,2010-11-08 15:36:00,31,3,2,1,6,New,3
16019,18,13679.61,2010-11-23 13:14:00,16,4,4,4,12,Champions,0
16021,2,532.25,2010-11-09 14:48:00,30,3,2,2,7,New,3
16024,2,232.96,2010-10-24 11:42:00,46,3,2,1,6,New,3
16027,9,1113.74,2010-09-08 12:44:00,92,2,4,3,9,AtRisk,3
16028,1,82.2,2010-04-23 11:45:00,230,1,1,1,3,Lost,1
16029,47,41184.3,2010-12-02 17:40:00,7,4,4,4,12,Champions,0
16032,6,1970.45,2010-09-09 18:00:00,91,2,4,4,10,AtRisk,3
16033,8,2019.73,2010-12-05 10:36:00,4,4,4,4,12,Champions,3
16034,3,491.02,2010-11-10 11:32:00,29,3,3,2,8,Average,3
16035,1,217.73,2010-05-28 15:09:00,195,1,1,1,3,Lost,1
16036,2,1797.92,2010-10-11 15:08:00,59,2,2,4,8,Lost,3
16037,2,654.32,2010-06-13 11:32:00,179,1,2,2,5,Lost,1
16039,2,456.4,2010-10-12 10:44:00,58,2,2,2,6,Lost,3
16040,4,1103.35,2010-10-05 11:09:00,65,2,3,3,8,AtRisk,3
16042,3,1067.85,2010-11-25 18:16:00,14,4,3,3,10,Loyal,3
16043,4,1082.6,2010-11-25 15:40:00,14,4,3,3,10,Loyal,3
16044,1,340.84000000000003,2010-09-30 18:12:00,70,2,1,2,5,Lost,3
16045,4,2094.23,2010-10-19 10:23:00,51,3,3,4,10,Loyal,3
16046,1,235.78,2010-05-26 13:18:00,197,1,1,1,3,Lost,1
16047,1,107.14,2010-01-26 16:34:00,317,1,1,1,3,Lost,1
16048,4,818.7900000000001,2010-12-01 15:28:00,8,4,3,3,10,Loyal,3
16049,3,787.89,2010-11-29 14:36:00,10,4,3,3,10,Loyal,3
16050,2,162.8,2010-11-21 14:52:00,18,3,2,1,6,New,3
16051,1,188.44,2010-01-27 09:38:00,316,1,1,1,3,Lost,1
16053,4,2122.89,2010-10-22 11:42:00,48,3,3,4,10,Loyal,3
16054,3,1327.98,2010-10-17 11:38:00,53,2,3,3,8,AtRisk,3
16057,3,1591.73,2010-07-08 11:33:00,154,1,3,3,7,AtRisk,1
16058,1,62.7,2010-10-29 16:48:00,41,3,1,1,5,New,3
16059,7,1757.91,2010-12-07 10:36:00,2,4,4,4,12,Champions,3
16060,3,541.95,2010-11-04 12:10:00,35,3,3,2,8,Average,3
16061,1,89.65,2010-10-04 15:29:00,66,2,1,1,4,Lost,3
16062,4,1709.83,2010-11-25 19:06:00,14,4,3,3,10,Loyal,3
16064,1,111.0,2009-12-14 16:11:00,360,1,1,1,3,Lost,1
16065,8,2010.53,2010-12-09 13:03:00,0,4,4,4,12,Champions,3
16067,3,3395.29,2010-05-26 12:33:00,197,1,3,4,8,AtRisk,1
16068,1,122.93,2010-04-25 11:52:00,228,1,1,1,3,Lost,1
16069,1,457.7,2010-10-18 10:32:00,52,3,1,2,6,New,3
16071,3,750.5600000000001,2010-06-30 13:41:00,162,1,3,3,7,AtRisk,1
16072,3,3744.57,2010-10-07 16:48:00,63,2,3,4,9,AtRisk,3
16074,1,265.25,2010-11-14 13:19:00,25,3,1,1,5,New,3
16075,2,736.9300000000001,2010-07-25 11:31:00,137,1,2,3,6,Lost,3
16077,1,2300.4,2010-03-24 10:42:00,260,1,1,4,6,Lost,1
16078,1,283.79,2010-02-08 13:29:00,304,1,1,1,3,Lost,1
16080,2,385.4,2010-11-19 08:18:00,20,3,2,2,7,New,3
